"User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"1001610","1","2","11","1","1","1","90","185","95","160004"
"1001612","1","2","17","2","1","0","80","54","90","96199"
"1001614","1","3","0","1","1","1","133","148","267","400512"
"1001616","1","2","0","2","0","1","437","940","826","1322617"
"1001617","1","2","12","2","3","0","629","908","676","1149998"
"1001618","1","5","0","2","4","1","294","266","151","416902"
"1001619","1","5","3","2","1","1","155","143","60","172868"
"1001620","1","2","20","1","1","0","129","174","83","324747"
"1001622","1","1","4","1","0","0","79","153","117","132438"
"1001623","1","5","15","2","2","0","223","433","327","533360"
"1001624","1","2","0","1","1","1","637","1529","1177","2045369"
"1001625","1","4","0","2","0","1","176","139","21","188697"
"1001626","1","1","4","1","0","1","1190","1100","397","1181985"
"1001627","1","1","17","0","3","1","201","177","68","226859"
"1001629","1","1","4","1","1","1","64","205","232","356431"
"1001630","1","4","17","2","1","0","400","724","575","458284"
"1001631","0","5","0","2","4","0","744","854","345","1063108"
"1001634","0","6","0","2","4","0","277","334","234","424638"
"1001636","0","2","19","2","0","0","538","704","177","572234"
"1001637","1","6","0","1","2","1","269","349","369","568912"
"1001640","1","3","17","2","1","0","316","582","456","720599"
"1001641","1","2","0","2","4","0","663","952","608","970651"
"1001642","1","5","13","2","1","0","298","401","83","442219"
"1001643","1","4","2","2","4","0","946","1221","560","1632916"
"1001644","1","1","12","0","2","0","175","194","145","248400"
"1001646","1","2","20","1","1","1","231","295","182","255419"
"1001648","1","5","14","1","3","1","529","670","388","731324"
"1001649","1","1","19","2","2","1","208","257","203","343037"
"1001650","1","2","19","2","1","0","702","849","559","1122962"
"1001651","1","2","12","2","1","0","124","219","152","158743"
"1001654","0","4","0","0","0","1","168","159","46","333714"
"1001655","1","1","4","2","2","1","384","604","462","959982"
"1001656","1","2","17","1","3","0","72","146","33","178256"
"1001657","0","4","0","1","1","1","124","166","78","161446"
"1001658","0","3","6","1","2","0","1198","1196","763","1855479"
"1001659","0","1","9","2","4","1","170","185","123","216891"
"1001660","0","2","2","2","2","1","191","145","60","271667"
"1001663","1","1","4","2","2","1","171","172","78","268874"
"1001665","1","4","17","1","2","0","163","316","338","495241"
"1001666","1","2","14","1","3","0","1262","1447","791","2020441"
"1001668","1","3","2","2","2","1","124","139","56","209588"
"1001669","0","2","17","1","1","1","106","79","67","115745"
"1001670","0","6","13","2","1","1","190","230","81","277498"
"1001672","1","2","17","2","1","0","93","159","151","308387"
"1001673","1","0","10","2","1","0","170","216","331","556373"
"1001677","1","1","14","2","2","0","114","113","53","169124"
"1001678","0","1","17","2","1","0","431","514","307","692790"
"1001679","1","2","12","1","4","1","297","317","187","518384"
"1001681","1","1","4","0","1","0","402","380","232","746472"
"1001682","1","2","2","0","3","1","132","83","43","187958"
"1001683","0","2","7","2","3","0","570","509","283","772009"
"1001684","1","1","3","1","2","0","228","280","134","380593"
"1001685","1","3","12","1","1","0","1518","1186","461","1912799"
"1001686","1","3","12","1","1","0","109","111","24","166121"
"1001687","1","2","3","0","1","0","1084","1081","453","1590553"
"1001688","0","1","4","2","4","0","436","489","379","788563"
"1001691","0","2","17","2","2","1","106","148","111","338675"
"1001692","1","3","20","0","4","1","858","645","251","1304690"
"1001693","1","2","12","2","1","1","1210","1175","471","1640029"
"1001694","1","2","12","1","3","1","1007","1696","867","2245230"
"1001695","1","2","1","2","1","1","301","779","740","1197602"
"1001696","1","3","7","2","1","0","624","1243","918","1995241"
"1001697","0","1","4","1","3","0","1161","1328","685","1958553"
"1001699","0","2","19","0","0","0","1273","1316","500","1900743"
"1001700","1","2","20","1","4","0","131","143","47","221795"
"1001702","1","1","10","2","2","0","235","296","111","482889"
"1001703","1","1","15","2","2","0","97","131","149","206189"
"1001704","1","2","4","2","4","0","116","107","60","207440"
"1001705","0","1","4","2","2","0","300","275","90","295672"
"1001706","1","2","20","1","1","1","656","778","278","1089610"
"1001707","1","5","1","2","0","1","340","333","148","504591"
"1001709","1","2","0","2","1","1","534","677","340","840789"
"1001710","1","1","0","0","3","0","237","230","128","423260"
"1001711","0","1","4","2","3","0","107","96","28","96740"
"1001713","1","2","0","2","3","0","107","78","23","128723"
"1001714","1","2","17","2","0","1","705","915","626","1392974"
"1001715","1","2","16","2","2","1","122","183","56","250431"
"1001716","1","2","0","1","0","0","709","935","276","876400"
"1001717","0","5","6","1","1","0","1525","1585","773","2328214"
"1001718","1","1","4","2","2","1","108","176","95","269859"
"1001719","1","1","16","2","2","1","114","111","66","127775"
"1001720","1","1","4","2","1","1","214","179","102","361394"
"1001721","1","1","19","2","3","0","273","302","133","262249"
"1001722","1","3","0","2","4","0","912","801","351","1108844"
"1001723","1","3","17","2","0","1","391","781","630","1040483"
"1001724","1","1","4","2","3","0","613","746","431","1096395"
"1001726","1","2","2","1","1","1","367","1576","1452","1903879"
"1001728","1","1","4","2","2","0","63","121","110","248935"
"1001729","1","2","7","1","0","1","179","157","41","194559"
"1001731","0","1","0","2","2","0","262","174","97","268260"
"1001732","1","1","4","2","1","1","118","143","90","266622"
"1001734","1","4","17","1","2","1","294","252","136","431685"
"1001735","1","1","20","1","1","1","241","210","110","335569"
"1001736","1","6","8","2","2","1","517","554","288","877617"
"1001738","1","3","16","2","0","0","187","174","106","311350"
"1001739","1","6","16","2","1","1","261","305","90","425215"
"1001740","1","6","1","2","2","0","231","290","130","340879"
"1001742","1","2","15","2","4","1","135","159","129","243535"
"1001743","1","3","17","2","0","0","245","311","120","430669"
"1001744","1","3","12","2","2","0","452","499","235","717631"
"1001745","1","4","0","0","4","1","270","363","202","456687"
"1001747","1","2","0","2","2","1","368","312","170","367979"
"1001749","1","2","2","1","1","1","2061","1683","654","2219131"
"1001750","1","5","5","1","0","0","254","306","139","323257"
"1001751","1","3","20","2","0","0","86","90","48","168211"
"1001753","1","3","6","1","3","0","708","992","770","2087524"
"1001754","1","1","19","2","3","0","104","100","82","152183"
"1001755","0","1","4","1","4","0","1349","1635","624","1766475"
"1001756","0","2","1","1","2","1","179","235","117","271298"
"1001758","0","2","0","1","1","0","1542","1564","596","2119798"
"1001759","1","2","16","2","0","1","660","886","527","1311357"
"1001760","0","2","3","2","1","1","264","465","118","286299"
"1001761","1","3","0","2","2","0","343","561","444","386518"
"1001762","1","2","14","1","2","1","113","290","226","520286"
"1001763","1","3","7","2","2","0","93","121","70","180152"
"1001765","1","1","4","2","1","0","360","349","182","614359"
"1001766","0","4","0","2","0","1","84","56","30","108997"
"1001767","1","2","20","2","1","0","908","1171","625","1605158"
"1001768","1","4","16","2","1","1","468","369","135","575182"
"1001769","1","2","17","2","0","1","269","316","97","297780"
"1001770","1","3","16","2","1","0","235","282","148","427799"
"1001771","1","2","17","2","2","1","59","189","189","295885"
"1001774","1","2","17","2","4","0","137","147","70","219825"
"1001775","1","2","4","2","3","1","460","568","326","914038"
"1001776","1","2","0","1","4","1","1141","1509","800","1902709"
"1001777","1","2","20","2","0","0","228","243","48","341521"
"1001779","1","1","1","2","4","0","332","535","532","816058"
"1001781","0","3","0","2","2","0","352","353","255","474147"
"1001782","1","4","0","2","1","1","147","95","44","162326"
"1001784","1","1","20","1","1","0","103","220","250","224098"
"1001785","1","1","4","1","2","0","131","141","109","263792"
"1001786","1","4","1","2","4","1","183","205","102","287481"
"1001787","1","1","8","0","4","0","91","70","32","108323"
"1001788","1","4","2","0","3","1","186","167","109","186851"
"1001789","1","0","10","2","2","0","186","188","105","372278"
"1001790","1","2","0","2","1","0","979","1358","813","2095204"
"1001791","1","1","4","2","1","1","495","558","243","802046"
"1001792","0","2","2","2","3","0","138","152","33","162126"
"1001793","1","2","4","1","1","0","732","1079","735","1526334"
"1001794","1","2","11","1","1","0","1329","1893","915","1646237"
"1001795","1","1","17","2","1","0","72","139","88","195747"
"1001796","1","5","11","2","2","1","555","589","177","782257"
"1001797","1","3","7","2","2","0","684","659","251","1001295"
"1001798","1","4","11","2","2","1","202","156","92","305116"
"1001799","1","3","11","1","4","1","364","321","125","421226"
"1001801","0","2","6","2","0","0","82","90","72","134750"
"1001802","1","1","4","0","3","0","826","889","299","1174673"
"1001803","1","2","2","1","1","0","673","1169","758","1548481"
"1001804","1","2","7","2","4","1","318","394","329","657323"
"1001805","1","1","4","2","0","0","394","596","540","1029810"
"1001806","1","1","4","1","1","0","577","713","500","1296918"
"1001807","1","1","17","2","3","0","441","707","546","1151822"
"1001808","0","1","4","2","4","1","115","95","76","168670"
"1001809","0","2","14","2","0","1","163","149","26","188816"
"1001810","1","5","13","0","1","1","239","300","142","196333"
"1001813","0","3","6","2","3","0","78","34","31","70037"
"1001815","1","0","1","2","1","0","110","207","126","174572"
"1001816","0","3","9","2","4","0","212","241","140","351148"
"1001817","1","3","1","0","3","0","389","643","519","685032"
"1001818","1","0","8","2","4","0","94","182","165","304090"
"1001819","0","3","12","2","1","1","319","478","289","647592"
"1001820","1","2","20","1","1","1","994","1355","909","1762105"
"1001822","0","2","0","2","1","1","219","324","143","413610"
"1001823","0","3","1","2","1","0","79","101","30","85201"
"1001824","0","1","4","2","2","0","575","502","253","832046"
"1001825","1","2","7","2","4","1","539","537","234","655808"
"1001826","1","4","11","2","1","1","123","285","171","279874"
"1001827","0","2","1","2","3","0","179","146","119","241870"
"1001828","1","1","4","1","1","0","450","434","242","612508"
"1001830","1","1","4","2","2","0","54","110","124","264009"
"1001831","1","1","4","1","4","0","317","308","179","516197"
"1001832","0","1","4","2","3","0","176","130","57","197644"
"1001833","1","1","17","1","2","0","287","310","168","444100"
"1001834","1","3","5","2","4","0","221","213","71","342256"
"1001836","1","2","0","0","4","0","1475","1333","556","2143440"
"1001838","1","3","7","0","3","0","84","125","16","145601"
"1001839","1","1","4","2","1","0","165","374","237","612013"
"1001841","1","1","0","2","2","0","622","685","282","805809"
"1001843","1","2","12","0","2","0","397","414","230","673260"
"1001845","1","2","2","1","3","1","733","668","242","802485"
"1001847","1","1","4","2","2","0","154","106","87","217022"
"1001849","1","3","7","2","1","1","41","169","94","202272"
"1001850","1","1","5","2","0","1","135","243","314","511763"
"1001851","1","2","19","1","4","1","1575","1946","1291","2179541"
"1001852","1","2","12","1","1","0","158","251","169","288781"
"1001853","1","5","0","1","1","1","381","488","245","623014"
"1001854","1","2","0","2","2","0","703","775","513","1007424"
"1001855","1","1","4","2","4","0","92","370","419","537171"
"1001856","1","6","7","2","3","1","401","678","501","1057538"
"1001858","0","1","4","1","0","0","241","316","266","685990"
"1001859","0","2","4","2","1","1","171","238","99","233235"
"1001860","1","6","16","2","1","0","773","1432","978","1681405"
"1001861","1","5","16","0","1","1","1326","1692","990","2246459"
"1001862","1","5","14","2","1","1","111","73","15","207193"
"1001863","1","1","4","1","4","0","330","421","125","620513"
"1001865","0","1","1","1","2","0","1258","1195","323","1431064"
"1001866","1","2","7","0","4","1","505","524","263","860896"
"1001867","1","5","7","0","2","0","174","219","160","258715"
"1001868","1","5","11","2","0","1","312","291","128","280891"
"1001870","1","6","13","2","1","0","275","704","416","979348"
"1001871","0","4","1","2","1","1","248","502","304","815460"
"1001873","1","3","7","1","2","0","371","760","386","948404"
"1001874","1","4","7","1","3","1","219","301","143","444101"
"1001875","1","3","12","0","2","0","931","1399","793","1594560"
"1001876","1","2","12","2","1","0","80","83","51","134580"
"1001877","0","4","20","1","2","1","507","334","82","657619"
"1001878","1","0","10","2","2","0","246","378","342","556971"
"1001879","1","2","4","2","1","1","665","1052","688","1701293"
"1001882","1","3","16","2","4","0","735","1024","553","1332584"
"1001883","0","5","0","1","1","1","1390","1916","768","1745728"
"1001885","1","5","17","1","2","1","190","250","175","405027"
"1001886","1","2","12","2","3","0","92","95","49","105396"
"1001887","1","6","15","2","3","1","369","548","299","564091"
"1001888","1","3","12","2","1","1","84","81","80","172599"
"1001891","1","4","1","2","3","1","678","1109","809","1647667"
"1001892","1","2","20","2","2","0","87","64","46","116648"
"1001893","0","3","0","1","3","0","164","107","43","207796"
"1001894","0","3","7","1","0","1","684","554","235","898361"
"1001895","1","3","14","2","2","0","163","267","244","597657"
"1001896","1","6","13","2","4","1","829","747","264","1219262"
"1001901","1","5","7","2","3","1","473","641","507","1120140"
"1001902","1","2","19","2","1","0","625","1307","826","1681677"
"1001903","1","3","0","1","1","0","657","783","506","1325044"
"1001904","1","1","1","1","4","0","921","1374","1043","1791915"
"1001905","0","3","20","0","1","0","246","240","46","310256"
"1001907","1","3","17","2","1","0","60","77","32","92888"
"1001908","1","6","13","2","3","1","583","828","373","800846"
"1001909","1","1","4","2","2","1","190","164","103","290249"
"1001910","1","0","10","2","0","0","181","136","21","240471"
"1001911","0","1","4","2","0","0","135","100","53","144692"
"1001914","0","3","14","1","2","0","53","88","36","101069"
"1001916","1","4","7","1","0","0","1485","1320","453","2090542"
"1001917","1","1","10","1","1","0","221","544","418","842700"
"1001918","0","4","6","2","2","1","72","65","5","68941"
"1001921","1","6","12","2","2","0","103","182","324","509886"
"1001922","0","2","7","1","4","0","1254","1881","1185","2248247"
"1001923","1","3","7","2","2","0","232","216","183","289979"
"1001925","1","5","7","1","1","0","1151","1549","773","1633785"
"1001927","1","3","7","2","1","1","41","60","22","76523"
"1001928","1","0","10","1","1","0","523","853","679","1325017"
"1001929","0","0","10","0","0","0","65","60","32","112864"
"1001930","1","2","15","0","4","0","806","1103","615","1237927"
"1001931","1","2","2","0","1","1","446","348","188","431634"
"1001932","1","2","7","0","4","0","264","287","176","480478"
"1001933","1","1","19","1","0","0","101","105","69","173571"
"1001934","1","2","17","1","4","0","190","152","59","235899"
"1001937","1","2","11","2","4","0","846","1274","509","1252974"
"1001938","0","2","2","2","1","1","208","507","632","1012962"
"1001939","0","3","2","2","3","0","633","1105","807","1309864"
"1001940","1","2","12","2","2","0","207","291","230","396491"
"1001942","1","3","5","1","1","1","234","115","79","200427"
"1001944","0","1","4","2","1","0","265","236","81","407314"
"1001945","1","2","20","2","3","1","198","332","184","347915"
"1001946","1","2","14","0","1","1","268","247","138","484415"
"1001947","1","2","7","1","4","1","340","449","262","762558"
"1001948","1","0","10","1","3","0","188","821","821","1115459"
"1001949","1","1","17","2","0","0","341","404","194","692944"
"1001950","1","2","12","2","1","0","395","656","463","830304"
"1001951","0","1","4","2","1","0","402","590","279","450698"
"1001952","1","3","1","1","1","1","752","838","327","932607"
"1001953","0","2","2","2","2","0","132","179","95","163967"
"1001954","1","2","16","2","1","0","593","479","217","835924"
"1001955","1","0","19","2","4","0","103","161","28","168176"
"1001956","1","3","0","2","1","1","147","250","289","401007"
"1001957","0","1","4","2","0","0","178","226","27","248964"
"1001960","1","4","7","1","3","1","698","684","307","1090406"
"1001961","0","5","3","2","2","1","172","368","313","632384"
"1001962","0","1","1","1","0","1","1843","1740","648","1757095"
"1001963","0","5","9","2","4","1","317","320","93","404966"
"1001964","0","2","6","2","1","0","94","92","77","151521"
"1001965","1","6","17","2","1","0","259","291","99","275408"
"1001966","1","2","20","2","2","0","196","227","122","374223"
"1001967","1","5","7","1","4","1","96","84","15","110140"
"1001968","1","2","11","1","2","0","1414","2020","1342","2097591"
"1001970","1","5","13","2","1","0","209","228","80","322470"
"1001971","0","2","14","2","3","0","114","95","22","158253"
"1001972","1","4","17","2","0","1","297","314","150","531630"
"1001973","1","2","1","0","0","0","126","155","60","201529"
"1001976","1","3","5","2","0","1","427","499","231","673695"
"1001977","1","6","6","2","2","1","215","219","177","364040"
"1001978","1","0","10","2","4","0","390","465","354","878647"
"1001979","1","6","17","1","4","0","135","137","102","195770"
"1001981","1","6","1","2","2","1","346","323","126","364130"
"1001982","1","0","10","2","4","0","487","649","334","876068"
"1001984","1","1","10","1","2","1","721","954","691","1709859"
"1001985","1","4","12","0","2","1","274","771","575","1057821"
"1001986","1","5","13","2","1","1","74","121","64","176078"
"1001989","1","5","6","2","1","0","135","106","43","163218"
"1001990","1","2","7","2","2","1","145","121","59","220056"
"1001992","1","1","4","2","3","0","259","291","114","295892"
"1001993","1","3","17","2","4","1","54","24","40","67394"
"1001994","1","3","2","2","0","0","90","105","70","164394"
"1001995","1","2","1","2","4","1","189","244","236","450857"
"1001996","1","3","0","2","3","0","351","773","645","1352589"
"1001997","1","2","0","0","0","1","104","122","43","214683"
"1001998","0","5","9","1","2","1","1216","1346","650","1819356"
"1001999","0","3","3","2","1","0","404","407","274","526332"
"1002000","1","1","4","2","1","0","305","292","165","516831"
"1002001","1","5","1","0","1","1","248","141","71","277062"
"1002002","0","6","13","2","2","1","453","617","271","726297"
"1002003","1","0","10","2","1","0","136","179","204","406113"
"1002004","1","4","19","2","1","1","224","493","377","592235"
"1002005","1","1","4","2","3","0","369","328","97","378080"
"1002006","1","3","0","0","1","1","168","150","106","170868"
"1002007","1","5","16","2","4","1","143","157","98","289367"
"1002008","1","2","3","2","0","0","492","593","314","845406"
"1002009","0","3","7","2","3","0","227","183","72","367410"
"1002011","0","3","3","1","3","1","564","1025","561","1370857"
"1002013","1","4","0","2","1","1","209","389","302","464609"
"1002014","1","1","4","2","2","1","153","183","137","391830"
"1002016","0","6","2","2","2","1","867","1263","747","2103196"
"1002017","1","2","17","2","3","0","202","533","499","844698"
"1002018","1","3","16","1","1","0","1650","1484","599","2335655"
"1002020","1","2","7","1","0","1","1524","1911","946","2404911"
"1002021","1","2","0","2","1","0","301","647","450","936844"
"1002022","1","2","7","2","1","0","537","805","492","1133463"
"1002023","1","1","4","1","2","1","715","918","588","1606007"
"1002024","1","0","19","2","2","0","643","779","268","893299"
"1002025","1","6","13","2","3","0","304","488","509","880253"
"1002026","1","5","16","2","1","1","795","943","476","979146"
"1002027","0","2","9","2","1","0","394","322","186","602524"
"1002028","1","4","6","2","3","1","113","139","86","164548"
"1002029","0","2","12","0","0","0","599","665","354","949485"
"1002031","1","3","20","0","3","0","841","864","350","1082858"
"1002032","1","5","14","2","4","1","117","275","122","379320"
"1002033","0","4","20","1","0","0","187","162","51","157043"
"1002034","0","4","2","2","4","1","146","227","76","179086"
"1002035","0","1","0","2","1","0","397","627","402","829972"
"1002036","0","2","14","1","1","0","248","246","183","350279"
"1002037","1","6","14","2","3","0","62","72","17","88396"
"1002038","0","4","1","1","3","1","1384","1793","795","2098580"
"1002039","1","5","16","2","2","0","336","507","202","679559"
"1002042","1","0","10","2","4","0","710","1096","694","1278686"
"1002043","1","2","14","2","1","1","314","278","149","388041"
"1002044","0","4","0","2","0","1","76","99","43","109876"
"1002046","1","3","1","2","2","0","296","316","160","438483"
"1002047","1","0","10","1","1","0","844","1088","471","1409033"
"1002048","1","5","6","1","2","0","128","138","106","216381"
"1002049","0","5","0","0","1","1","181","172","80","207268"
"1002050","0","3","3","2","2","0","984","951","356","1282950"
"1002051","1","3","7","2","2","0","578","1150","859","1564220"
"1002052","1","0","10","2","0","0","121","68","52","139371"
"1002053","1","4","11","2","1","1","143","102","22","149089"
"1002054","1","2","12","2","4","0","724","909","1006","1816947"
"1002055","1","5","11","2","4","1","579","797","486","896369"
"1002056","1","2","4","1","2","0","778","1161","809","1759067"
"1002057","1","3","1","2","4","0","272","194","68","347589"
"1002058","0","6","1","1","1","0","395","341","131","469758"
"1002059","1","3","0","1","3","0","792","800","572","1386091"
"1002060","1","0","1","2","3","0","758","884","384","1191098"
"1002062","1","1","4","2","2","0","199","462","346","783199"
"1002064","1","3","1","2","1","0","965","1243","575","1357221"
"1002065","1","2","6","2","2","0","132","97","72","174605"
"1002066","0","2","6","1","2","1","74","108","155","239650"
"1002067","1","5","16","1","2","0","742","661","482","1004924"
"1002068","0","3","12","2","2","0","214","399","490","891792"
"1002069","1","6","15","2","4","1","244","360","239","505663"
"1002070","0","3","6","0","0","0","317","418","262","667397"
"1002071","1","4","7","2","1","1","602","921","668","1255658"
"1002072","0","5","12","2","1","0","870","1167","572","1152863"
"1002074","1","1","4","0","1","0","136","147","100","207992"
"1002075","0","2","4","0","1","0","174","150","20","237474"
"1002076","1","1","4","1","0","1","298","323","93","314483"
"1002078","1","1","4","2","1","0","316","458","205","482511"
"1002079","1","0","10","2","3","0","230","525","358","647764"
"1002081","1","1","17","2","1","0","217","186","77","222727"
"1002083","1","1","4","2","0","0","121","148","89","204762"
"1002084","1","1","4","2","2","0","537","563","232","816526"
"1002085","1","1","0","2","4","0","655","687","264","1115999"
"1002086","1","3","14","2","3","0","144","67","25","187863"
"1002087","1","2","0","2","4","0","177","174","154","243425"
"1002089","1","3","17","2","2","0","394","429","229","472075"
"1002090","1","3","17","2","2","0","297","817","709","1463352"
"1002091","0","3","20","2","1","0","347","601","497","1000266"
"1002093","1","1","0","2","1","1","168","93","71","202668"
"1002094","1","3","2","1","3","0","232","380","225","538188"
"1002095","1","6","13","2","1","1","284","253","59","377444"
"1002096","0","2","17","2","1","1","199","450","373","768351"
"1002097","1","1","5","2","0","0","405","565","454","928338"
"1002098","1","3","20","0","0","1","1434","1923","953","1982859"
"1002099","0","1","0","1","1","0","165","213","80","247417"
"1002100","0","2","0","2","4","0","936","1351","660","1593657"
"1002101","1","2","16","2","1","1","313","468","359","535434"
"1002102","1","2","11","1","3","0","1593","1685","767","1790462"
"1002103","1","3","12","2","0","0","243","374","189","530334"
"1002104","1","4","15","2","2","1","230","151","78","285400"
"1002108","1","0","10","2","1","0","102","121","43","168957"
"1002110","1","5","11","2","3","0","478","599","547","1127326"
"1002111","1","6","13","2","4","1","58","35","8","54536"
"1002112","0","4","12","2","3","0","151","188","83","247657"
"1002113","1","2","6","2","1","0","137","130","77","187873"
"1002114","1","1","18","2","0","0","326","705","557","1075023"
"1002115","1","3","17","2","1","0","95","95","55","161666"
"1002117","1","6","13","1","3","0","166","135","64","233346"
"1002119","1","3","4","1","3","0","561","789","490","1104102"
"1002121","1","6","13","2","0","1","865","633","250","886060"
"1002122","1","3","12","2","4","1","638","888","491","1025231"
"1002123","0","3","0","2","4","1","152","251","42","170517"
"1002125","1","3","3","2","0","0","404","830","692","1398762"
"1002126","1","6","14","2","0","1","193","399","368","382646"
"1002127","1","1","4","2","0","1","494","556","266","671669"
"1002129","1","2","5","1","1","0","1080","1302","662","1587232"
"1002130","1","4","0","2","2","1","232","200","74","289794"
"1002131","1","2","0","1","1","0","995","1352","905","1885996"
"1002132","1","6","14","2","3","1","183","456","383","392479"
"1002134","1","1","10","1","4","0","232","237","121","329348"
"1002136","1","3","18","2","3","0","423","613","380","802001"
"1002137","0","0","10","2","1","0","176","320","289","495468"
"1002138","0","1","4","2","2","0","130","318","276","381797"
"1002139","0","5","3","1","1","1","185","282","113","290842"
"1002140","1","4","14","2","2","1","670","792","412","1053728"
"1002141","0","5","16","2","0","1","85","70","34","126864"
"1002143","1","1","4","1","2","0","175","450","331","625043"
"1002144","1","1","0","2","1","1","445","293","167","432283"
"1002145","1","1","10","2","2","1","503","858","707","1238491"
"1002146","1","1","2","2","3","1","98","398","548","821730"
"1002147","0","1","0","1","3","0","231","305","271","543710"
"1002148","0","1","0","1","0","1","477","813","795","1399436"
"1002149","1","2","0","2","2","0","205","119","72","270475"
"1002150","0","1","4","2","4","0","109","175","79","158554"
"1002151","1","6","13","2","2","1","122","176","97","150925"
"1002152","1","1","4","2","2","0","68","106","31","149108"
"1002153","1","1","16","1","3","0","1090","1121","774","1956791"
"1002154","1","2","12","2","1","1","221","219","89","322589"
"1002155","0","0","10","2","1","0","461","310","100","376353"
"1002156","1","1","19","2","4","0","832","1005","697","1451373"
"1002157","0","1","3","2","0","0","491","412","222","669912"
"1002158","1","2","12","0","1","1","342","378","278","683288"
"1002159","0","5","14","0","3","1","180","140","47","217487"
"1002160","0","1","19","2","3","0","37","26","18","77353"
"1002161","0","3","2","2","2","1","470","476","231","571507"
"1002162","0","0","10","2","2","0","587","653","340","943751"
"1002163","1","1","0","2","0","1","125","432","372","818481"
"1002165","1","2","7","2","4","1","393","927","562","1481545"
"1002166","1","0","10","2","1","0","462","702","462","1257714"
"1002167","0","2","6","1","0","1","768","1278","777","868266"
"1002168","1","0","10","1","4","0","1029","893","382","1832054"
"1002169","1","0","0","2","3","0","108","149","79","130747"
"1002170","0","5","16","2","2","1","354","302","165","562132"
"1002171","1","3","0","0","3","0","342","303","190","596212"
"1002172","1","1","20","1","2","0","1463","1611","1109","1899111"
"1002173","1","5","13","2","1","0","1033","912","428","1555490"
"1002174","1","5","12","1","1","1","576","621","132","698055"
"1002175","1","2","4","2","2","0","460","739","516","1133853"
"1002176","1","0","19","1","1","0","583","486","171","881709"
"1002177","0","3","20","2","3","1","502","599","322","791660"
"1002178","1","4","14","2","4","0","642","684","300","936819"
"1002179","0","2","0","2","1","1","752","712","282","783196"
"1002180","1","2","12","1","3","1","603","1529","1465","2234253"
"1002183","0","6","1","2","2","0","162","110","68","204374"
"1002184","1","1","4","2","2","0","124","96","38","192388"
"1002185","1","4","17","2","2","1","993","1091","521","1540819"
"1002186","1","1","5","2","4","0","224","1149","1104","2029732"
"1002187","1","4","16","2","1","1","383","547","292","797676"
"1002188","0","1","19","1","4","0","1346","1395","615","1700470"
"1002189","1","0","10","0","1","0","100","82","104","185991"
"1002190","0","2","15","1","1","1","363","537","301","751967"
"1002192","0","2","0","1","2","0","184","370","400","725372"
"1002193","1","0","10","2","1","0","63","89","88","168925"
"1002194","1","2","17","2","3","0","151","457","486","597127"
"1002195","1","0","10","0","0","0","545","770","796","1523262"
"1002196","1","2","12","2","1","1","156","80","65","204990"
"1002197","0","2","1","2","1","0","140","159","64","236177"
"1002198","0","3","9","2","1","0","178","245","109","290628"
"1002199","1","0","10","1","3","0","472","382","87","539673"
"1002200","1","3","1","2","3","0","138","336","346","396187"
"1002201","1","6","20","2","3","1","181","216","226","479253"
"1002202","0","0","10","2","2","0","257","295","98","261466"
"1002204","1","6","3","1","4","1","232","138","32","187017"
"1002205","0","2","7","0","3","1","1567","1549","803","1951554"
"1002206","1","4","7","1","1","1","463","528","264","701657"
"1002207","1","1","4","2","4","0","35","56","54","97442"
"1002208","1","2","0","2","1","0","837","872","416","1323820"
"1002209","1","3","7","0","2","1","89","109","28","96893"
"1002210","1","4","17","2","0","0","150","161","21","204446"
"1002211","1","4","6","2","2","1","898","879","318","1362687"
"1002212","1","1","4","0","2","1","338","293","128","415585"
"1002213","0","2","0","1","3","0","156","152","112","261784"
"1002214","0","2","1","2","4","1","318","349","156","408499"
"1002215","0","2","0","1","2","1","605","926","655","1133884"
"1002216","0","2","20","2","0","0","193","156","67","230742"
"1002217","1","0","10","2","0","0","188","117","46","201715"
"1002218","1","3","17","2","2","1","181","152","79","260749"
"1002219","1","2","6","2","3","0","723","828","345","990745"
"1002220","0","5","3","2","2","0","135","147","16","172359"
"1002221","1","6","17","1","0","1","511","748","561","923998"
"1002222","0","4","1","1","2","1","709","741","258","834016"
"1002223","1","2","2","1","0","1","1497","1977","1097","2272697"
"1002224","1","2","12","2","2","1","103","142","102","228812"
"1002225","1","2","5","1","1","1","1057","1600","1101","1952546"
"1002228","1","2","12","2","3","1","109","313","327","493558"
"1002230","0","4","1","1","4","1","979","837","219","937049"
"1002231","1","5","11","1","1","1","1474","1659","851","2193948"
"1002232","1","2","14","1","1","1","960","1516","1162","2217582"
"1002233","0","3","3","1","2","1","673","673","309","798853"
"1002234","1","6","1","2","0","1","81","116","35","136825"
"1002235","1","0","10","2","2","0","435","443","160","665254"
"1002236","1","0","10","2","0","0","312","311","105","476614"
"1002237","0","3","6","1","1","0","1544","1381","579","2075333"
"1002238","0","2","4","1","2","0","294","223","101","363952"
"1002239","1","1","10","0","0","0","275","501","407","729527"
"1002240","1","4","12","2","0","1","326","514","434","866592"
"1002241","1","4","5","1","1","0","547","530","193","622080"
"1002242","1","1","4","0","2","0","805","1277","849","1668515"
"1002243","1","4","2","2","1","1","225","247","127","331842"
